,id,title,assignee,inventor,priority_date,filing_date,publication_date,grant_date,result_link,representative_figure_link,country,kind_code,abstract,cpc_1,cpc_2,cpc_3,cpc_1_num,cpc_2_num,cpc_3_num,file_grant_days,cpc_1_GHY
260,US11883643B2,Systems and methods for treatment of a patient including RF and electrical energy ,Btl Healthcare Technologies A.S.,['Tomás Schwarz'],2016-05-03,2023-02-14,2024-01-30,2024-01-30,https://patents.google.com/patent/US11883643B2/en,https://patentimages.storage.googleapis.com/f2/14/31/0d9433e43d9d96/US11883643-20240130-D00000.png,US,B2,"A device for a soft tissue treatment of a patient. The device includes an applicator including at least one electrode, a fastening mechanism to fix the applicator to a body part of a patient, and a control unit including a microprocessor to control the at least one electrode. The at least one electrode may provide a radiofrequency energy and an electric current. The radiofrequency energy may cause a heating of a soft tissue. The electric current may cause a muscle contraction. The body part includes a face or a chin.","['F', 'G', 'H', 'Y']","['F24', 'G05', 'H02', 'Y02', 'Y04']","['F24D', 'F24H', 'G05B', 'H02J', 'Y02B', 'Y02E', 'Y04S']",4,5,7,350,1
261,US11867116B2,Energy storage and conversion in linear generators ,"Mainspring Energy, Inc.","['Christopher Gadda', ' Matthew Roelle', ' Adam Simpson']",2015-01-15,2023-02-13,2024-01-09,2024-01-09,https://patents.google.com/patent/US11867116B2/en,https://patentimages.storage.googleapis.com/fd/bb/10/8818a1d9881b55/US11867116-20240109-D00000.png,US,B2,"Various embodiments of the present disclosure are directed towards free-piston combustion engines. As described herein, a driver section may be provided in a free-piston combustion engine for storing energy during an expansion stroke. The driver section may be configured to store sufficient energy to perform the subsequent stroke. In some embodiments, the driver section may be configured to store sufficient energy so as to enable the engine to operate continuously across engine cycles without electrical energy input. A linear electromagnetic machine may be provided in a free-piston combustion engine for converting the kinetic energy of a piston assembly into electrical energy.","['H', 'Y']","['H01', 'Y02']","['H01L', 'Y02E']",2,2,2,330,0
262,US11878902B2,System and method for beverage line cleaning ,"Drink Modern Technologies, LLC","['Justin Carson', ' Arthur J. Geigel', ' III', ' Christopher Armenio']",2012-12-19,2023-01-26,2024-01-23,2024-01-23,https://patents.google.com/patent/US11878902B2/en,https://patentimages.storage.googleapis.com/88/05/61/e09add017fad08/US11878902-20240123-D00000.png,US,B2,"Systems and methods of the invention relate to cleaning a portion of a beverage line of a beverage distribution system based upon a signal received from a remote source. An administrative (also referred to as âadminâ) system can manage a cleaning system from a remote location in which a remote signal can drive a cleaning system and at least one or more electric valves within the beverage distribution system. A controller component (local to the beverage distribution system) can receive the remote signal from the admin system, wherein a cleaning system (e.g., via a cleaning line) or a dispensing system (e.g., via a hose) can be selected to enable a cleaning mode or a dispensing mode.","['C', 'F', 'H', 'Y']","['C25', 'F17', 'H01', 'Y02']","['C25B', 'F17C', 'H01M', 'Y02E', 'Y02P']",4,4,5,362,0
263,US11857787B2,Acoustic output device with antenna ,Cochlear Limited,"['Werner Meskens', ' Tadeusz Jurkiewicz', ' Steve WINNAL', ' Limin Zhong']",2007-05-31,2023-04-17,2024-01-02,2024-01-02,https://patents.google.com/patent/US11857787B2/en,https://patentimages.storage.googleapis.com/18/bf/fb/ecebca42cb9e7a/US11857787-20240102-D00000.png,US,B2,A hearing device is provided. The hearing device comprises a first portion configured to be arranged at a head of a user and to provide a signal to a second portion.,"['H', 'Y']","['H01', 'H02', 'Y02']","['H01M', 'H02J', 'Y02E', 'Y02P']",2,3,4,260,0
264,US11852459B2,Method and device for superresolution optical measurement using singular optics ,Bioaxial Sas,['Gabriel Y Sirat'],2010-10-15,2023-03-06,2023-12-26,2023-12-26,https://patents.google.com/patent/US11852459B2/en,https://patentimages.storage.googleapis.com/15/45/f9/e51c1afe4b6525/US11852459-20231226-D00000.png,US,B2,"A method for measuring a position of a fluorophore includes configuring a set of compact light distributions, the set having at least one member, each light distribution characterized by a center, so that there is substantially zero intensity at the center of the set of compact light distributions. The method additionally includes moving the set of compact light distributions in relation to a set of hypothesized positions of the fluorophore, detecting, in a plurality of locations corresponding to the hypothesized set of positions, a set of images; and estimating the position of the fluorophore, by determining from the set of images a set of parameters describing the position of the fluorophore using an inverse problem method.",['H'],['H02'],['H02J'],1,1,1,295,0
265,US11978741B2,Display device including transistor and manufacturing method thereof ,"Semiconductor Energy Laboratory Co., Ltd.","['Junichiro Sakata', ' Toshinari Sasaki', ' Miyuki HOSOBA']",2009-07-03,2023-04-03,2024-05-07,2024-05-07,https://patents.google.com/patent/US11978741B2/en,https://patentimages.storage.googleapis.com/2f/ee/e3/a91e4d631eea0f/US11978741-20240507-D00000.png,US,B2,"An object is to provide a display device which operates stably with use of a transistor having stable electric characteristics. In manufacture of a display device using transistors in which an oxide semiconductor layer is used for a channel formation region, a gate electrode is further provided over at least a transistor which is applied to a driver circuit. In manufacture of a transistor in which an oxide semiconductor layer is used for a channel formation region, the oxide semiconductor layer is subjected to heat treatment so as to be dehydrated or dehydrogenated; thus, impurities such as moisture existing in an interface between the oxide semiconductor layer and the gate insulating layer provided below and in contact with the oxide semiconductor layer and an interface between the oxide semiconductor layer and a protective insulating layer provided on and in contact with the oxide semiconductor layer can be reduced.","['B', 'C', 'H', 'Y']","['C10', 'B01', 'C01', 'C21', 'C22', 'H01', 'Y02']","['C10L', 'B01J', 'C01B', 'C10B', 'C21B', 'C21C', 'C22B', 'H01B', 'Y02E', 'Y02P', 'Y02W']",4,7,11,400,0
266,US12006867B2,Acoustic system for determining the temperature of a supercritical fluid in a conduit ,"Peregrine Turbine Technologies, Llc",['David S. Stapp'],2012-01-17,2023-02-21,2024-06-11,2024-06-11,https://patents.google.com/patent/US12006867B2/en,https://patentimages.storage.googleapis.com/74/79/1f/ba635285f20ec1/US12006867-20240611-D00000.png,US,B2,A system for determining the temperature of a supercritical fluid that involves determining the speed of sound in the supercritical fluid.,"['H', 'Y']","['H01', 'Y02']","['H01L', 'Y02E']",2,2,2,476,0
267,US11953692B1,System for and method of projecting augmentation imagery in a head-mounted display ,"Augmenteum, Inc.","['David M. PALACIOS', ' Joseph W. GEE', ' Chris S. Peay']",2015-12-02,2023-11-13,2024-04-09,2024-04-09,https://patents.google.com/patent/US11953692B1/en,https://patentimages.storage.googleapis.com/53/ff/6e/7c1ca846aeb1b7/US11953692-20240409-D00000.png,US,B1,"A system for and method of projecting augmentation imagery in a head-mounted display is disclosed. A system for projecting light onto an eye includes a display to project light, a beam combiner, first and second optical systems between the display and the beam combiner along respective first and second optical paths. The first and second optical paths differ. The system also includes a switchable reflector that, in a reflective state, reflects light incident upon the reflector, and, in a non-reflective state, transmits light incident upon the reflector. The reflector is between the display and the first and second optical systems along the first and second optical paths and directs light along the first path, in the reflective state, or along the second path, in the non-reflective state, to reflect light from the beam combiner to the eye from different directions when in the different states.","['H', 'Y']","['H01', 'Y02']","['H01L', 'Y02E']",2,2,2,148,0
268,US11958753B2,Process for selective adsorption and recovery of lithium from natural and synthetic brines ,"Iliad Ip Company, Llc","['Charles R. Marston', ' Michael J. Garska']",2017-06-15,2023-03-28,2024-04-16,2024-04-16,https://patents.google.com/patent/US11958753B2/en,https://patentimages.storage.googleapis.com/46/79/9a/d94e3e2cb7951a/US11958753-20240416-D00000.png,US,B2,"This invention relates generally to a process for selective adsorption and recovery of lithium from natural and synthetic brines, and more particular to a process for recovering lithium from a natural or synthetic brine solution by passing the brine solution through a lithium selective adsorbent in a continuous countercurrent adsorption and desorption circuit.",['H'],['H02'],"['H02K', 'H02N']",1,1,2,385,0
269,US11931101B2,"Apparatus, systems and methods for transvascular access to the brain ",Vonova Inc.,['Jose Miguel Morales'],2019-07-09,2023-02-27,2024-03-19,2024-03-19,https://patents.google.com/patent/US11931101B2/en,https://patentimages.storage.googleapis.com/9e/ae/bb/732210be1d5d5d/US11931101-20240319-D00000.png,US,B2,"The present disclosure discusses a devices, systems and methods for transvascular, transvenous and/or transdural access, to the brain parenchyma, subarachnoid or subdural spaces. In some embodiments, the disclosed systems and methods may be used for local drug delivery, tissue biopsy, nanofluidic or microelectronic device/component delivery/insertion/implantation, in situ imaging, ablation of abnormal brain tissue and the like. Embodiments of the present disclosure include an access catheter system for extravascular procedures in the brain having an elongate, flexible tubular body, with at least one lumen extending axially there through between a proximal end, and a distal end. The access catheter system may include a side exit port and a distal end port. Further, the access catheter system may include a selective deflector positioned within the lumen configured to deflect a procedure catheter and permit a guide catheter.","['F', 'Y']","['F01', 'Y02']","['F01K', 'Y02E']",2,2,2,386,0
270,US11961213B2,Image segmentation and modification of a video stream ,Snap Inc.,"['Igor Kudriashov', ' Fedir Poliakov', ' Maksim Gusarov']",2015-11-30,2023-04-21,2024-04-16,2024-04-16,https://patents.google.com/patent/US11961213B2/en,https://patentimages.storage.googleapis.com/37/e4/1e/08472b2a95edaf/US11961213-20240416-D00000.png,US,B2,"Systems, devices, media, and methods are presented for segmenting an image of a video stream with a client device, identifying an area of interest, generating a modified area of interest within one or more image, identifying a first set of pixels and a second set of pixels, and modifying a color value for the first set of pixels.","['H', 'Y']","['H02', 'Y02']","['H02M', 'H02J', 'H02H', 'Y02A', 'Y02B', 'Y02E']",2,2,6,361,0
271,US11939346B2,"Preparation of psilocybin, different polymorphic forms, intermediates, formulations and their use ",Compass Pathfinder Limited,"['Derek John Londesbrough', ' Christopher Brown', ' Julian Scott Northen', ' Gillian Moore', ' Hemant Kashinath Patil', ' David E. Nichols']",2017-10-09,2023-04-17,2024-03-26,2024-03-26,https://patents.google.com/patent/US11939346B2/en,https://patentimages.storage.googleapis.com/ba/80/84/46de94602dc505/US11939346-20240326-D00001.png,US,B2,"This invention relates to the large-scale production of psilocybin for use in medicine. More particularly, it relates to a method of obtaining high purity crystalline psilocybin, particularly, in the form of Polymorph A. It further relates to a method for the manufacture of psilocybin and intermediates in the production thereof and formulations containing psilocybin.","['H', 'Y']","['H02', 'Y02']","['H02M', 'H02H', 'H02J', 'H02S', 'Y02E']",2,2,5,344,0
272,US11910029B2,Coding of a spatial sampling of a two-dimensional information signal using sub-division preliminary class ,"Ge Video Compression, Llc","['Heiner Kirchhoffer', ' Martin Winken', ' Philipp HELLE', ' Detlev Marpe', ' Heiko Schwarz', ' Thomas Wiegand']",2010-04-13,2023-07-26,2024-02-20,2024-02-20,https://patents.google.com/patent/US11910029B2/en,https://patentimages.storage.googleapis.com/d2/99/60/53aa7cafe2580d/US11910029-20240220-D00000.png,US,B2,"Coding schemes for coding a spatially sampled information signal using sub-division and coding schemes for coding a sub-division or a multitree structure are described, wherein representative embodiments relate to picture and/or video coding applications.","['G', 'H', 'Y']","['G05', 'H02', 'Y02', 'Y04']","['G05F', 'G05B', 'H02J', 'Y02B', 'Y02E', 'Y04S']",3,4,6,209,1
273,US11836734B1,Driver activity and vehicle operation logging and reporting ,"Innovative Global Systems, Llc",['Alan C. Lesesky'],2005-08-15,2023-02-21,2023-12-05,2023-12-05,https://patents.google.com/patent/US11836734B1/en,https://patentimages.storage.googleapis.com/3d/5a/32/1e16b07bb341a9/US11836734-20231205-D00000.png,US,B1,A method for logging and reporting driver activity and operation data of a vehicle. The method utilizes an onboard recorder operatively connected to a data bus of the vehicle and configured to continuously electronically monitor and obtain vehicle operation data including vehicle mileage data. Data processing software is operable for generating an hours of service log and a vehicle fuel tax log.,"['G', 'H', 'Y']","['G05', 'H02', 'H04', 'Y02', 'Y04']","['G05F', 'G05B', 'H02J', 'H04L', 'Y02B', 'Y02E', 'Y04S']",3,5,7,287,1
274,US11929180B2,Systems and methods for implementing personalized health and wellness programs ,"Md Revolution, Inc.","['Samir B. Damani', ' Vincent Valentino', ' Pratik Patel']",2012-09-21,2023-02-09,2024-03-12,2024-03-12,https://patents.google.com/patent/US11929180B2/en,https://patentimages.storage.googleapis.com/97/47/f0/ac4a5ad5471772/US11929180-20240312-D00000.png,US,B2,"A system configured to receive health data pertaining to a user; select a user health profile from a plurality of user health profiles based on the collected health data, each of the plurality of user health profiles being associated with a health and wellness program and a set of interventions; receive user activity data and updated health data pertaining to, or during the user's participation in the associated health and wellness program from health devices; select a new set of interventions based on the user activity data; and select a new user health profile from the plurality of user health profiles based on at least one of the user activity data and the updated health data.","['H', 'Y']","['H02', 'Y02']","['H02J', 'H02M', 'Y02E']",2,2,3,397,0
275,US11765411B2,Methods and systems to meter media content presented on a wireless communication device ,"The Nielsen Company (Us), Llc","['David H. Wright', ' Kamal Nasser', ' Jeff L. Herrmann', ' Arun Ramaswamy', ' Brian Scott Mello']",2006-03-27,2023-03-22,2023-09-19,2023-09-19,https://patents.google.com/patent/US11765411B2/en,https://patentimages.storage.googleapis.com/19/b8/e2/cbb89ef2f15590/US11765411-20230919-D00000.png,US,B2,An example apparatus to monitor media that is presented via a mobile device includes: an application monitor to determine when media presentation software is being executed by the mobile device; and a metering information collector to collect at least one of a signature or a code of the media presented by the media presentation software based on the media presentation software being executed by the mobile device.,['H'],['H02'],"['H02J', 'H02M']",1,1,2,181,0
276,US11792466B2,Dynamic linking of codesets in universal remote control devices ,Universal Electronics Inc.,"['George Vergis', ' Sunilkumar Mankame']",2007-01-19,2023-01-18,2023-10-17,2023-10-17,https://patents.google.com/patent/US11792466B2/en,https://patentimages.storage.googleapis.com/60/fe/9b/e8809343f0072a/US11792466-20231017-D00000.png,US,B2,"A codeset having function-code combinations is provisioned on a controlling device to control functions of an intended target device. Input is provided to the controlling device which designates a function to be controlled on the intended target device. From a plurality of codes that are each associated with the designated function in a database stored in a memory of the controlling device a first code that is determined to be valid for use in controlling the designated function on the intended target device is selected. When the codeset is then provisioned on the controlling device, the provisioned codeset includes as a function-code combination thereof the designated function and the first code.","['F', 'H', 'Y']","['H02', 'F24', 'H01', 'F28', 'Y02']","['H02S', 'F24S', 'H01L', 'F28F', 'Y02B', 'Y02E']",3,5,6,272,0
277,US11979621B2,Advanced trick-play modes for streaming video ,Tivo Solutions Inc.,"['Kim Liu', ' Michael F. Klar', ' Todd Kulick', ' Jonathan A. Logan']",2016-12-30,2023-02-24,2024-05-07,2024-05-07,https://patents.google.com/patent/US11979621B2/en,https://patentimages.storage.googleapis.com/33/67/97/0baa2812f6cbb1/US11979621-20240507-D00000.png,US,B2,"Enhanced trick-play modes for video content that is being streamed to a client from a server are described. In an embodiment, the enhanced trick-play modes are provided with relatively low latency and high quality using trick-play optimization techniques for a streaming environment, avoiding the need to stream the entire contents of the portions through which the viewer is fast forwarding. By employing sophisticated selection criteria of which parts of the content to download at what time, the quality of the playback experience is improved versus that which would conventionally be possible when using a simple sequential frame data download. The streaming client maintains a cache of nearby significant frames, such as nearby key frames, in forward and/or reverse directions of the current playback position, without having to download the entire portions of the video stream in which the significant frames reside. The trick-play modes utilize these frames.","['A', 'G', 'H']","['A61', 'H01', 'H02', 'H10', 'G01']","['A61N', 'H01J', 'H01L', 'H02J', 'H02N', 'H10N', 'G01V']",3,5,7,438,0
278,US11934192B2,Obstacle detection and manipulation by a vehicle within a dig site ,Built Robotics Inc.,"['Noah Austen Ready-Campbell', ' Andrew Xiao Liang', ' Christian John Wawrzonek', ' Cyrus McMann Ready-Campbell', ' Gaurav Jitendra Kikani']",2017-06-02,2023-06-08,2024-03-19,2024-03-19,https://patents.google.com/patent/US11934192B2/en,https://patentimages.storage.googleapis.com/40/e9/fa/d87374f0533a1c/US11934192-20240319-D00000.png,US,B2,"This description provides an autonomous or semi-autonomous excavation vehicle that is capable determining a route between a start point and an end point in a site and navigating over the route. The sensors collect any or more of spatial, imaging, measurement, and location data to detect an obstacle between two locations within the site. Based on the collected data and identified obstacles, the excavation vehicle generates unobstructed routes circumventing the obstacles, obstructed routes traveling through the obstacles, and instructions for removing certain modifiable obstacles. The excavation vehicle determines and selects the shortest route of the unobstructed and obstructed route and navigates over the selected path to move within the site.","['F', 'H', 'Y']","['H02', 'H01', 'F24', 'Y02']","['H02S', 'H01L', 'F24S', 'Y02E']",3,4,4,285,0
279,US11826165B2,"Devices, systems, and methods for adaptive health monitoring using behavioral, psychological, and physiological changes of a body portion ","Plethy, Inc.","['Raja Sundaram', ' Ravi Jagannathan', ' Hari Harikrishnan']",2017-10-11,2023-03-13,2023-11-28,2023-11-28,https://patents.google.com/patent/US11826165B2/en,https://patentimages.storage.googleapis.com/6c/97/f0/171584aae282f9/US11826165-20231128-D00000.png,US,B2,"Devices, systems, and methods for monitoring musculoskeletal (MSK) health conditions of an individual, including joint flexibility, strength, and endurance as part of their overall care plan are described here. The overall system includes: a sensor that can be worn anywhere on the human body, an engaging app on a mobile-computing device, and software-based analytics and care management engine running on a cloud-computing infrastructure. The sensor is tuned to measure any human joint movement in any direction or axis as well as elevation and temperature. Methods performed by the various devices and systems and how it improves MSK health are provided.","['H', 'Y']","['H01', 'Y02']","['H01L', 'Y02E']",2,2,2,260,0
280,US11792428B2,Directed interpolation and data post-processing ,Dolby Laboratories Licensing Corporation,"['Alexandros Tourapis', ' Athanasios Leontaris', ' Peshala V. Pahalawatta', ' Kevin J. Stec']",2009-04-20,2023-02-27,2023-10-17,2023-10-17,https://patents.google.com/patent/US11792428B2/en,https://patentimages.storage.googleapis.com/39/ae/f8/239cbc6f560e06/US11792428-20231017-D00000.png,US,B2,"An encoding device evaluates a plurality of processing and/or post-processing algorithms and/or methods to be applied to a video stream, and signals a selected method, algorithm, class or category of methods/algorithms either in an encoded bitstream or as side information related to the encoded bitstream. A decoding device or post-processor utilizes the signaled algorithm or selects an algorithm/method based on the signaled method or algorithm. The selection is based, for example, on availability of the algorithm/method at the decoder/post-processor and/or cost of implementation. The video stream may comprise, for example, downsampled multiplexed stereoscopic images and the selected algorithm may include any of upconversion and/or error correction techniques that contribute to a restoration of the downsampled images.","['B', 'C', 'H', 'Y']","['H01', 'B32', 'C08', 'Y02']","['H01B', 'H01L', 'B32B', 'C08F', 'Y02B', 'Y02E']",4,4,6,232,0
281,US11895064B2,Canned answers in messages ,Apple Inc.,"['Lawrence Y. YANG', ' Giulia Pagallo', ' Linden B. Siahaan', ' Justin Wood', ' Roberto Garcia', ' Jerome Rene Bellegarda', ' Tiffany S. Jon']",2014-05-30,2023-02-06,2024-02-06,2024-02-06,https://patents.google.com/patent/US11895064B2/en,https://patentimages.storage.googleapis.com/28/69/13/25ceca2f8c8305/US11895064-20240206-D00000.png,US,B2,"At an electronic device with a touch-sensitive display, display a message transcript, where the message transcript includes at least one message from at least a first user. Determine, based at least in-part on the at least one message, a plurality of suggested one or more characters. Display, on the touch-sensitive display, the plurality of suggested one or more characters. Detect an input on the touch-sensitive display. Determine whether the input represents user selection of one of the plurality of suggested one or more characters. Display the selected one of the plurality of suggested one or more characters in the message transcript. Send the selected one or more characters to the first user.",['H'],['H02'],['H02J'],1,1,1,365,0
282,US11944429B2,Automatically classifying animal behavior ,President And Fellows Of Harvard College,"['Sandeep Robert DATTA', ' Alexander B. WILTSCHKO', ' Matthew J. Johnson']",2015-10-14,2023-03-08,2024-04-02,2024-04-02,https://patents.google.com/patent/US11944429B2/en,https://patentimages.storage.googleapis.com/f2/de/9e/d51b70c7c3ae72/US11944429-20240402-D00000.png,US,B2,"Systems and methods are disclosed to objectively identify sub-second behavioral modules in the three-dimensional (3D) video data that represents the motion of a subject. Defining behavioral modules based upon structure in the 3D video data itselfâ rather than using a priori definitions for what should constitute a measurable unit of actionâ identifies a previously-unexplored sub-second regularity that defines a timescale upon which behavior is organized, yields important information about the components and structure of behavior, offers insight into the nature of behavioral change in the subject, and enables objective discovery of subtle alterations in patterned action. The systems and methods of the invention can be applied to drug or gene therapy classification, drug or gene therapy screening, disease study including early detection of the onset of a disease, toxicology research, side-effect study, learning and memory process study, anxiety study, and analysis in consumer behavior.",['G'],"['G06', 'G01']","['G06V', 'G01C', 'G06F', 'G06T']",1,2,4,391,0
283,US11960577B2,Publication of collaborative file to library ,"Salesforce, Inc.","['Miko Arnab Bose', ' Robert J. Snell', ' Mark Francis Movida', ' Valliappan Annamalai Natarajan', ' Adam Thielemann Wegel', ' Matthew Charles Hagenian', ' Durgesh Singh']",2015-09-14,2023-03-07,2024-04-16,2024-04-16,https://patents.google.com/patent/US11960577B2/en,https://patentimages.storage.googleapis.com/7d/83/b9/322a8913cacfa2/US11960577-20240416-D00000.png,US,B2,"Disclosed are examples of systems, apparatus, methods and computer program products for sharing and publishing files. In one aspect, the database system can maintain a user database, a file database and a library. The database system can receive a first request initiated by a first user to share a first file with one or more second users and, responsive to the first request, enable a second set of one or more permissions for each of the second users. The database system also can receive a second request initiated by the first user to publish the first file to the library and, responsive to the second request, publish the first file to the library. The database system additionally can restrict access to the published file based on permissions associated with the library.","['H', 'Y']","['H02', 'Y02', 'Y04']","['H02J', 'H02P', 'Y02B', 'Y02E', 'Y04S']",2,3,5,406,0
284,US11986600B2,Methods and systems for sleep management ,Resmed Sensor Technologies Limited,"['Redmond SHOULDICE', ' Colin LAWLOR', ' Matthew Norton', ' David Mulligan', ' Stephen McMahon', ' Paul Phillips', "" Damien O'Rourke"", ' Luke Gahan', ' Marc Lavelle', ' Conor Heneghan', ' Alberto ZAFFARONI', ' Gareth Mcdarby']",2013-07-08,2023-04-19,2024-05-21,2024-05-21,https://patents.google.com/patent/US11986600B2/en,https://patentimages.storage.googleapis.com/94/2d/fc/647105b8977bc6/US11986600-20240521-D00000.png,US,B2,"A processing system includes methods to promote sleep. The system may include a monitor such as a non-contact motion sensor from which sleep information may be determined. User sleep information, such as sleep stages, hypnograms, sleep scores, mind recharge scores and body scores, may be recorded, evaluated and/or displayed for a user. The system may further monitor ambient and/or environmental conditions corresponding to sleep sessions. Sleep advice may be generated based on the sleep information, user queries and/or environmental conditions from one or more sleep sessions. Communicated sleep advice may include content to promote good sleep habits and/or detect risky sleep conditions. In some versions of the system, any one or more of a bedside unit 3000 sensor module, a smart processing device, such as a smart phone or smart device 3002, and network servers may be implemented to perform the methodologies of the system.","['H', 'Y']","['H02', 'Y02', 'Y04']","['H02J', 'H02M', 'Y02B', 'Y02E', 'Y04S']",2,3,5,398,0
285,US12010167B2,Automated server workload management using machine learning ,"Capital One Services, Llc","['Subodh Kumar', ' Santosh BARDWAJ']",2015-10-29,2023-03-14,2024-06-11,2024-06-11,https://patents.google.com/patent/US12010167B2/en,https://patentimages.storage.googleapis.com/0f/da/a3/156aa0440218f3/US12010167-20240611-D00000.png,US,B2,"Systems and methods are disclosed for managing workload among server clusters is disclosed. According to certain embodiments, the system may include a memory storing instructions and a processor. The processor may be configured to execute the instructions to determine historical behaviors of the server clusters in processing a workload. The processor may also be configured to execute the instructions to construct cost models for the server clusters based at least in part on the historical behaviors. The cost model is configured to predict a processor utilization demand of a workload. The processor may further be configured to execute the instructions to receive a workload and determine efficiencies of processing the workload by the server clusters based at least in part on at least one of the cost models or an execution plan of the workload.","['H', 'Y']","['H01', 'Y02']","['H01L', 'Y02E']",2,2,2,455,0
286,US11961357B2,Electronic gaming machine and methods for displaying supplemental information ,Aristocrat Technologies Austalia Pty Limited,['Bruce W. Essex'],2018-02-02,2023-03-15,2024-04-16,2024-04-16,https://patents.google.com/patent/US11961357B2/en,https://patentimages.storage.googleapis.com/cf/a5/68/6a26bc86d4f88f/US11961357-20240416-D00000.png,US,B2,"Embodiments provide systems, apparatus, and methods for rendering supplemental information on an electronic gaming device, where the supplemental information does not relate to game play on the machine. The supplemental information can include safety warnings, maintenance information, or other information. The electronic gaming device can detect user interactions with the electronic gaming device, such as using sensors or a player interface that includes a touchscreen. The user interactions can be compared with a condition associated with the supplemental information. Feedback, such as visual, audio, or haptic feedback, or a combination thereof, can be provided to indicate to the user whether the condition is satisfied. Numerous additional aspects are disclosed.","['E', 'G']","['E06', 'G02']","['E06B', 'G02F']",2,2,2,398,0
287,US12008872B2,Enabling frictionless shopping of products from bulk packaging ,Trax Technology Solutions Pte Ltd.,"['Youval Bronicki', ' Dan Bendler']",2020-10-13,2023-07-25,2024-06-11,2024-06-11,https://patents.google.com/patent/US12008872B2/en,https://patentimages.storage.googleapis.com/9d/0a/82/5f980cf745b806/US12008872-20240611-D00000.png,US,B2,"A method for identifying products removed from bulk packaging includes receiving one or more images acquired by a camera arranged to capture interactions between a shopper and one or more bulk packages each configured to contain a plurality of products, analyzing the one or more images to identify the shopper and a particular bulk package among the one or more bulk packages with which the identified shopper interacted, receiving an output from at least one sensor configured to monitor changes associated with the particular bulk package, analyzing the output to determine a quantity of products removed from the particular bulk package by the identified shopper, and updating a virtual shopping cart associated with the identified shopper to include the determined quantity of products and an indication of a product type associated with the particular bulk package.","['H', 'Y']","['H02', 'Y02', 'Y04']","['H02J', 'Y02E', 'Y02T', 'Y04S']",2,3,4,322,0
288,US11965922B2,"Systems, methods, and devices for automatic signal detection based on power distribution by frequency over time within a spectrum ","Digital Global Systems, Inc.","['Ronald C. Dzierwa', ' David William Kleinbeck']",2017-01-23,2023-12-01,2024-04-23,2024-04-23,https://patents.google.com/patent/US11965922B2/en,https://patentimages.storage.googleapis.com/f0/29/0c/1c306662368c60/US11965922-20240423-D00000.png,US,B2,"Systems, methods and apparatus for automatic alarm management in a radio-frequency (RF) environment are disclosed. An apparatus calculates a power distribution by frequency of the RF environment in real time or near real time, including a first derivative and a second derivative of FFT data of the RF environment. The apparatus then creates a baseline based on the power distribution by frequency of the RF environment in a period of time, identifies at least one alarm situation based on a multiplicity of alarm triggering conditions by comparing the power distribution in real time or near real time to the baseline of the RF environment, identifies at least one signal based on the first derivative and the second derivative of FFT data in the at least one alarm situation, and sends at least one alarm comprising details of the at least one signal identified in the at least one alarm situation.","['F', 'H', 'Y']","['F24', 'H01', 'H02', 'Y02']","['F24S', 'H01L', 'H02S', 'Y02B', 'Y02E']",3,4,5,144,0
289,US12010353B2,Inheritance in sample array multitree subdivision ,"Ge Video Compression, Llc","['Philipp HELLE', ' Detlev Marpe', ' Simon OUDIN', ' Thomas Wiegand']",2010-04-13,2023-08-14,2024-06-11,2024-06-11,https://patents.google.com/patent/US12010353B2/en,https://patentimages.storage.googleapis.com/5e/c0/1d/1eaccad9693431/US12010353-20240611-D00000.png,US,B2,"A better compromise between encoding complexity and achievable rate distortion ratio, and/or to achieve a better rate distortion ratio is achieved by using multitree sub-divisioning not only in order to subdivide a continuous area, namely the sample array, into leaf regions, but using the intermediate regions also to share coding parameters among the corresponding collocated leaf blocks. By this measure, coding procedures performed in tilesâleaf regionsâlocally, may be associated with coding parameters individually without having to, however, explicitly transmit the whole coding parameters for each leaf region separately. Rather, similarities may effectively exploited by using the multitree subdivision.","['H', 'Y']","['H02', 'Y02']","['H02J', 'H02M', 'Y02E']",2,2,3,302,0
290,US11954545B2,System and method using a histogram and colorspaces to create a matrix barcode ,"Capital One Services, Llc","['Austin Grant Walters', ' Jeremy Edward Goodsitt', ' Fardin Abdi Taghi Abad']",2019-03-18,2023-03-13,2024-04-09,2024-04-09,https://patents.google.com/patent/US11954545B2/en,https://patentimages.storage.googleapis.com/e4/a8/d7/24c30e519f79b1/US11954545-20240409-D00000.png,US,B2,"Techniques to improve detection and security of images, including formation and detection of matrix-based images. A histogram may be used to determine a most prevalent plurality of colors associated with an environment. A related plurality of colors may be determined based on the most prevalent plurality of colors. A matrix barcode may be generated based on the related plurality of colors.","['A', 'C', 'E', 'F', 'G', 'H', 'Y']","['F28', 'A47', 'C04', 'C09', 'E01', 'E04', 'G21', 'H01', 'A63', 'E02', 'F16', 'Y02']","['F28F', 'A47J', 'C04B', 'C09K', 'E01C', 'E04B', 'G21F', 'H01B', 'A47C', 'A63C', 'E01D', 'E02D', 'E04H', 'F16F', 'Y02P', 'Y02T']",7,12,16,393,1
